"","micro1","micro2","r","p_value"
"5480","Belliella baltica","Celeribacter indicus",0.203554971937191,0.000899491214065361
"5482","Ochrobactrum sp. A44","Celeribacter indicus",0.715943654392399,1.2843981967492e-42
"5485","Agrobacterium sp. RAC06","Celeribacter indicus",0.294121150761701,1.20426910476227e-06
"5488","Ornithobacterium rhinotracheale","Celeribacter indicus",0.140130229119377,0.0230302787891972
"5490","Sphingobium herbicidovorans","Celeribacter indicus",0.177885493749918,0.00380132619245366
"5492","Chelatococcus sp. CO-6","Celeribacter indicus",0.488627720472242,3.45063362962682e-17
"5493","Gordonia polyisoprenivorans","Celeribacter indicus",0.419349124638341,1.26406119389713e-12
"5494","Paracoccus kondratievae","Celeribacter indicus",0.312565981022401,2.27830557304098e-07
"5495","Microbacterium pygmaeum","Celeribacter indicus",0.18297457402522,0.00289758013599778
"5496","Myroides odoratimimus","Celeribacter indicus",0.189985939012609,0.00197070652967514
"5497","Thioclava nitratireducens","Celeribacter indicus",0.265604941852784,1.26811515719018e-05
"5498","Microbacterium sp. LKL04","Celeribacter indicus",0.257568350416521,2.3501889577969e-05
"5499","Starkeya novella","Celeribacter indicus",0.892705279015496,2.46536859032713e-92
"5500","Porphyrobacter sp. LM 6","Celeribacter indicus",0.230267327169982,0.000165042352578266
"5501","Chryseobacterium sp. T16E-39","Celeribacter indicus",0.127909302339028,0.038173947835799
"5503","Riemerella anatipestifer","Celeribacter indicus",0.146745582126436,0.0172477397757301
"5504","Xanthobacter autotrophicus","Celeribacter indicus",0.85750439113569,2.6657147903657e-77
"5506","Gordonia rubripertincta","Celeribacter indicus",0.438679062464436,8.52591745725707e-14
"5508","Polymorphum gilvum","Celeribacter indicus",0.389795143648393,5.66556390663123e-11
"5509","Neorhizobium galegae","Celeribacter indicus",0.723984309459765,5.51368638053175e-44
"5512","Pseudopedobacter saltans","Celeribacter indicus",0.128170254838547,0.0377788199322649
"5563","Flavobacteriaceae bacterium JJC","Paracoccus aminophilus",0.295358564008456,1.08083959705458e-06
"5564","Erythrobacter sp. HL-111","Paracoccus aminophilus",0.451172416904067,1.35938710274412e-14
"5565","Martelella sp. AD-3","Paracoccus aminophilus",0.597840453071448,7.05988463902292e-27
"5566","Luteimonas sp. JM171","Paracoccus aminophilus",0.345608783228866,8.58791900436138e-09
"5567","Dinoroseobacter shibae","Paracoccus aminophilus",0.5941793964213,1.71796145228327e-26
"5568","Elizabethkingia meningoseptica","Paracoccus aminophilus",0.417343925132453,1.65586459735544e-12
"5569","Ketogulonicigenium robustum","Paracoccus aminophilus",0.689302652138822,2.08382937071897e-38
"5570","Sulfitobacter pseudonitzschiae","Paracoccus aminophilus",0.706755975565052,4.11219575810715e-41
"5571","Thalassolituus oleivorans","Paracoccus aminophilus",0.308713804977478,3.25657408034385e-07
"5572","Microbacterium paludicola","Paracoccus aminophilus",0.448632146461357,1.98669691992498e-14
"5574","Brevirhabdus pacifica","Paracoccus aminophilus",0.634203424766211,5.3428748648667e-31
"5575","Meiothermus silvanus","Paracoccus aminophilus",0.305672782975862,4.30217761259347e-07
"5576","Microbacterium sp. XT11","Paracoccus aminophilus",0.51516224528021,3.14090298371066e-19
"5577","Leadbetterella byssophila","Paracoccus aminophilus",0.490740664280897,2.40882761396038e-17
"5578","Rhodobacter capsulatus","Paracoccus aminophilus",0.725089955481397,3.54521136746135e-44
"5579","Martelella mediterranea","Paracoccus aminophilus",0.71605621197041,1.22995091852187e-42
"5580","Microcystis aeruginosa","Paracoccus aminophilus",0.770245556340755,6.58816922909134e-53
"5581","Confluentimicrobium sp. EMB200-NS6","Paracoccus aminophilus",0.714393493859699,2.32731006450563e-42
"5582","Chryseobacterium haifense","Paracoccus aminophilus",0.40494772339489,8.44990133839773e-12
"5583","Belliella baltica","Paracoccus aminophilus",0.572865325158981,2.44787680308224e-24
"5585","Ochrobactrum sp. A44","Paracoccus aminophilus",0.226274806833954,0.000215440720355115
"5586","Bergeyella zoohelcum","Paracoccus aminophilus",0.445844482124952,3.0019152143416e-14
"5587","Moraxella sp. O245","Paracoccus aminophilus",0.429032373612891,3.34553573222231e-13
"5588","Agrobacterium sp. RAC06","Paracoccus aminophilus",0.642358220527358,5.3292034385743e-32
"5589","Aeromicrobium choanae","Paracoccus aminophilus",-0.2580483470431,2.26643464785658e-05
"5590","Chryseobacterium glaciei","Paracoccus aminophilus",0.495171651750751,1.12446061698167e-17
"5591","Ornithobacterium rhinotracheale","Paracoccus aminophilus",0.477274341451666,2.28254987764461e-16
"5592","Sphingobacterium sp. ML3W","Paracoccus aminophilus",0.476679924576373,2.51505184432799e-16
"5593","Sphingobium herbicidovorans","Paracoccus aminophilus",0.487595720026691,4.10909892903728e-17
"5594","Chryseobacterium sp. IHB B 17019","Paracoccus aminophilus",0.487785035961555,3.97971357927087e-17
"5595","Chelatococcus sp. CO-6","Paracoccus aminophilus",0.682693551005452,1.96679470033428e-37
"5596","Gordonia polyisoprenivorans","Paracoccus aminophilus",0.356323266333979,2.72401579935801e-09
"5597","Paracoccus kondratievae","Paracoccus aminophilus",0.816290841991324,3.74369048298887e-64
"5598","Microbacterium pygmaeum","Paracoccus aminophilus",0.571726127189789,3.15883514253263e-24
"5599","Myroides odoratimimus","Paracoccus aminophilus",0.50678657907804,1.44720271399073e-18
"5600","Thioclava nitratireducens","Paracoccus aminophilus",0.833930381060977,2.45858247286182e-69
"5601","Microbacterium sp. LKL04","Paracoccus aminophilus",0.533224199889316,1.00556103287826e-20
"5602","Starkeya novella","Paracoccus aminophilus",0.219429620916251,0.000336568526995029
"5603","Porphyrobacter sp. LM 6","Paracoccus aminophilus",0.59464542685142,1.53505571094088e-26
"5604","Chryseobacterium sp. T16E-39","Paracoccus aminophilus",0.493085258787257,1.61187927269288e-17
"5605","Leptotrichia sp. oral taxon 498","Paracoccus aminophilus",0.32350234925044,8.03556404883977e-08
"5606","Riemerella anatipestifer","Paracoccus aminophilus",0.552814444957479,1.89106244641157e-22
"5607","Xanthobacter autotrophicus","Paracoccus aminophilus",0.272589602928269,7.29744134556661e-06
"5608","Shewanella baltica","Paracoccus aminophilus",0.410769350867585,3.96335576581121e-12
"5609","Gordonia rubripertincta","Paracoccus aminophilus",0.412383118757691,3.20471904491452e-12
"5610","Flavobacteriaceae bacterium 3519-10","Paracoccus aminophilus",0.451112594933315,1.37163827383934e-14
"5611","Polymorphum gilvum","Paracoccus aminophilus",0.806337320222008,1.80945753051994e-61
"5612","Neorhizobium galegae","Paracoccus aminophilus",0.370279457525758,5.71775541644286e-10
"5613","Chryseobacterium gallinarum","Paracoccus aminophilus",0.46699486670006,1.18997308244432e-15
"5614","Weeksella virosa","Paracoccus aminophilus",0.421645892694405,9.25768995802465e-13
"5615","Pseudopedobacter saltans","Paracoccus aminophilus",0.51541440973272,2.99774539059024e-19
"5616","Celeribacter indicus","Paracoccus aminophilus",0.310582738812424,2.74008311342943e-07
"5667","Erythrobacter sp. HL-111","Sphingopyxis sp. 113P3",0.341309642335044,1.34515417402617e-08
"5668","Martelella sp. AD-3","Sphingopyxis sp. 113P3",0.321268538140052,9.97544117499447e-08
"5669","Luteimonas sp. JM171","Sphingopyxis sp. 113P3",0.374526436024797,3.50248078414908e-10
"5670","Dinoroseobacter shibae","Sphingopyxis sp. 113P3",0.239131443494796,8.98211802739991e-05
"5671","Elizabethkingia meningoseptica","Sphingopyxis sp. 113P3",0.136851458993764,0.0264705641989265
"5672","Ketogulonicigenium robustum","Sphingopyxis sp. 113P3",0.275310854752374,5.85947333926712e-06
"5673","Sulfitobacter pseudonitzschiae","Sphingopyxis sp. 113P3",0.236504659385535,0.000107827120480422
"5675","Microbacterium paludicola","Sphingopyxis sp. 113P3",0.275818897417695,5.62277979113422e-06
"5677","Brevirhabdus pacifica","Sphingopyxis sp. 113P3",0.312779714331774,2.23325884355961e-07
"5678","Meiothermus silvanus","Sphingopyxis sp. 113P3",0.129901511067678,0.0352440383357408
"5679","Microbacterium sp. XT11","Sphingopyxis sp. 113P3",0.29761342038171,8.86375781434135e-07
"5680","Leadbetterella byssophila","Sphingopyxis sp. 113P3",0.188868103565171,0.00209750067323034
"5681","Rhodobacter capsulatus","Sphingopyxis sp. 113P3",0.30407954320736,4.97165243913821e-07
"5682","Martelella mediterranea","Sphingopyxis sp. 113P3",0.30258324817175,5.69052662643019e-07
"5683","Microcystis aeruginosa","Sphingopyxis sp. 113P3",0.328540332627055,4.90231631167788e-08
"5684","Confluentimicrobium sp. EMB200-NS6","Sphingopyxis sp. 113P3",0.292465668462529,1.39062079383926e-06
"5685","Chryseobacterium haifense","Sphingopyxis sp. 113P3",0.155845974531003,0.011378949261075
"5686","Belliella baltica","Sphingopyxis sp. 113P3",0.33674970137744,2.14915509576584e-08
"5688","Ochrobactrum sp. A44","Sphingopyxis sp. 113P3",0.613429094668572,1.4044612143067e-28
"5689","Bergeyella zoohelcum","Sphingopyxis sp. 113P3",0.125089734992627,0.0426706153166689
"5691","Agrobacterium sp. RAC06","Sphingopyxis sp. 113P3",0.39328949687365,3.68447648951437e-11
"5693","Chryseobacterium glaciei","Sphingopyxis sp. 113P3",0.204807636559944,0.000834510188209326
"5694","Ornithobacterium rhinotracheale","Sphingopyxis sp. 113P3",0.191035632245764,0.00185805083591973
"5695","Sphingobacterium sp. ML3W","Sphingopyxis sp. 113P3",0.233585780380748,0.000131783139289613
"5696","Sphingobium herbicidovorans","Sphingopyxis sp. 113P3",0.477687473746491,2.13350247023069e-16
"5697","Chryseobacterium sp. IHB B 17019","Sphingopyxis sp. 113P3",0.192533085983874,0.00170750365462572
"5698","Chelatococcus sp. CO-6","Sphingopyxis sp. 113P3",0.594960495207811,1.42241598916508e-26
"5699","Gordonia polyisoprenivorans","Sphingopyxis sp. 113P3",0.395830239341557,2.68608857457782e-11
"5700","Paracoccus kondratievae","Sphingopyxis sp. 113P3",0.325805236840449,6.41798111985492e-08
"5701","Microbacterium pygmaeum","Sphingopyxis sp. 113P3",0.339178048735367,1.6761300368012e-08
"5702","Myroides odoratimimus","Sphingopyxis sp. 113P3",0.294140431365925,1.20224642621662e-06
"5703","Thioclava nitratireducens","Sphingopyxis sp. 113P3",0.289471349913869,1.79983331463688e-06
"5704","Microbacterium sp. LKL04","Sphingopyxis sp. 113P3",0.321313442018271,9.9323429998581e-08
"5705","Starkeya novella","Sphingopyxis sp. 113P3",0.754790275387442,1.04760758727798e-49
"5706","Porphyrobacter sp. LM 6","Sphingopyxis sp. 113P3",0.462002181782274,2.60163657568674e-15
"5707","Chryseobacterium sp. T16E-39","Sphingopyxis sp. 113P3",0.290866196927477,1.5966411898652e-06
"5708","Leptotrichia sp. oral taxon 498","Sphingopyxis sp. 113P3",0.302999114347762,5.4813081785737e-07
"5709","Riemerella anatipestifer","Sphingopyxis sp. 113P3",0.328189905163808,5.07522956604133e-08
"5710","Xanthobacter autotrophicus","Sphingopyxis sp. 113P3",0.790921333316873,1.32126775852014e-57
"5712","Gordonia rubripertincta","Sphingopyxis sp. 113P3",0.448015542460726,2.17733246795017e-14
"5713","Flavobacteriaceae bacterium 3519-10","Sphingopyxis sp. 113P3",0.193242428791121,0.00164015751000428
"5714","Polymorphum gilvum","Sphingopyxis sp. 113P3",0.453021022167207,1.02934092248208e-14
"5715","Neorhizobium galegae","Sphingopyxis sp. 113P3",0.75463090898683,1.1271045859254e-49
"5716","Chryseobacterium gallinarum","Sphingopyxis sp. 113P3",0.30792806360169,3.50055591008272e-07
"5717","Weeksella virosa","Sphingopyxis sp. 113P3",0.156282883407402,0.0111480260910243
"5718","Pseudopedobacter saltans","Sphingopyxis sp. 113P3",0.23947324572539,8.76976991680547e-05
"5719","Celeribacter indicus","Sphingopyxis sp. 113P3",0.743560537062256,1.58715254731044e-47
"5720","Paracoccus aminophilus","Sphingopyxis sp. 113P3",0.368788802468952,6.77959674903973e-10
"5769","Flavobacteriaceae bacterium JJC","Deinococcus ficus",0.359030273442349,2.02416565876845e-09
"5770","Erythrobacter sp. HL-111","Deinococcus ficus",0.431653016425146,2.31756423770756e-13
"5771","Martelella sp. AD-3","Deinococcus ficus",0.350226204533612,5.26343672494391e-09
"5772","Luteimonas sp. JM171","Deinococcus ficus",0.261497664840417,1.74254634405569e-05
"5773","Dinoroseobacter shibae","Deinococcus ficus",0.375488922286665,3.13117560781176e-10
"5774","Elizabethkingia meningoseptica","Deinococcus ficus",0.358590563917297,2.12459676610929e-09
"5775","Ketogulonicigenium robustum","Deinococcus ficus",0.492940239257564,1.65258197675668e-17
"5776","Sulfitobacter pseudonitzschiae","Deinococcus ficus",0.493319510539217,1.54819984257377e-17
"5777","Thalassolituus oleivorans","Deinococcus ficus",0.22838945248342,0.000187189564365976
"5778","Microbacterium paludicola","Deinococcus ficus",0.460700971898419,3.18329168908893e-15
"5780","Brevirhabdus pacifica","Deinococcus ficus",0.447656830624832,2.29634758101843e-14
"5781","Meiothermus silvanus","Deinococcus ficus",0.346408914838422,7.89387995746987e-09
"5782","Microbacterium sp. XT11","Deinococcus ficus",0.4182864643734,1.45883264573588e-12
"5783","Leadbetterella byssophila","Deinococcus ficus",0.359693776621652,1.88127069816415e-09
"5784","Rhodobacter capsulatus","Deinococcus ficus",0.470729796129251,6.57295536860281e-16
"5785","Martelella mediterranea","Deinococcus ficus",0.438498301728603,8.75064966306303e-14
"5786","Microcystis aeruginosa","Deinococcus ficus",0.578339559734208,7.0893314832207e-25
"5787","Confluentimicrobium sp. EMB200-NS6","Deinococcus ficus",0.492059245273177,1.92241898683282e-17
"5788","Chryseobacterium haifense","Deinococcus ficus",0.393316796803561,3.67203838479152e-11
"5789","Belliella baltica","Deinococcus ficus",0.387647594764267,7.36209594101524e-11
"5792","Bergeyella zoohelcum","Deinococcus ficus",0.357272527887436,2.45540977886339e-09
"5793","Moraxella sp. O245","Deinococcus ficus",0.332573337157253,3.27924885019567e-08
"5794","Agrobacterium sp. RAC06","Deinococcus ficus",0.386623772181578,8.33576137152705e-11
"5796","Chryseobacterium glaciei","Deinococcus ficus",0.449927541699207,1.63783425694063e-14
"5797","Ornithobacterium rhinotracheale","Deinococcus ficus",0.296424505877973,9.84305614540878e-07
"5798","Sphingobacterium sp. ML3W","Deinococcus ficus",0.353232987231567,3.81028788613376e-09
"5799","Sphingobium herbicidovorans","Deinococcus ficus",0.350744178221768,4.97969865858242e-09
"5800","Chryseobacterium sp. IHB B 17019","Deinococcus ficus",0.438549046822195,8.68698254036054e-14
"5801","Chelatococcus sp. CO-6","Deinococcus ficus",0.41978551515015,1.19164353043187e-12
"5802","Gordonia polyisoprenivorans","Deinococcus ficus",0.15072102388599,0.0144197166023377
"5803","Paracoccus kondratievae","Deinococcus ficus",0.553264985113179,1.72057181579386e-22
"5804","Microbacterium pygmaeum","Deinococcus ficus",0.516115654641468,2.63248428712038e-19
"5805","Myroides odoratimimus","Deinococcus ficus",0.381169985860351,1.60388360561285e-10
"5806","Thioclava nitratireducens","Deinococcus ficus",0.541803651941362,1.82181691283697e-21
"5807","Microbacterium sp. LKL04","Deinococcus ficus",0.450675548041634,1.46447889820291e-14
"5809","Porphyrobacter sp. LM 6","Deinococcus ficus",0.696751835860874,1.5425773118315e-39
"5810","Chryseobacterium sp. T16E-39","Deinococcus ficus",0.37295922651557,4.20030576259628e-10
"5811","Leptotrichia sp. oral taxon 498","Deinococcus ficus",0.213524134456894,0.000489238100047073
"5812","Riemerella anatipestifer","Deinococcus ficus",0.476893248262328,2.42905850895116e-16
"5814","Shewanella baltica","Deinococcus ficus",0.274929230821079,6.0434731860753e-06
"5815","Gordonia rubripertincta","Deinococcus ficus",0.188956335279057,0.00208722867481602
"5816","Flavobacteriaceae bacterium 3519-10","Deinococcus ficus",0.469993189755388,7.3934780706078e-16
"5817","Polymorphum gilvum","Deinococcus ficus",0.505495021881018,1.82484168508568e-18
"5818","Neorhizobium galegae","Deinococcus ficus",0.161791487467146,0.00857220098078182
"5819","Chryseobacterium gallinarum","Deinococcus ficus",0.49478675609894,1.20191832800186e-17
"5820","Weeksella virosa","Deinococcus ficus",0.366774470993662,8.52260208527417e-10
"5821","Pseudopedobacter saltans","Deinococcus ficus",0.466989045195162,1.19106777789995e-15
"5822","Celeribacter indicus","Deinococcus ficus",0.163919993057642,0.00772831114970763
"5823","Paracoccus aminophilus","Deinococcus ficus",0.520658887620875,1.12615657322138e-19
"5824","Sphingopyxis sp. 113P3","Deinococcus ficus",0.233266163422157,0.000134689719055142
"5872","Flavobacteriaceae bacterium JJC","Deinococcus actinosclerus",0.334757424400732,2.6311632320498e-08
"5873","Erythrobacter sp. HL-111","Deinococcus actinosclerus",0.411582512823608,3.5614704443181e-12
"5874","Martelella sp. AD-3","Deinococcus actinosclerus",0.343158171566096,1.11003916527374e-08
"5875","Luteimonas sp. JM171","Deinococcus actinosclerus",0.225489612088097,0.000226908666596061
"5876","Dinoroseobacter shibae","Deinococcus actinosclerus",0.34712105540493,7.32202350842496e-09
"5877","Elizabethkingia meningoseptica","Deinococcus actinosclerus",0.304550572281713,4.76397568804649e-07
"5878","Ketogulonicigenium robustum","Deinococcus actinosclerus",0.438310520824472,8.99023814669061e-14
"5879","Sulfitobacter pseudonitzschiae","Deinococcus actinosclerus",0.469416738421142,8.10482332239808e-16
"5880","Thalassolituus oleivorans","Deinococcus actinosclerus",0.210950113277913,0.000574083483989474
"5881","Microbacterium paludicola","Deinococcus actinosclerus",0.422802127631183,7.9071152206242e-13
"5883","Brevirhabdus pacifica","Deinococcus actinosclerus",0.452950679294192,1.04032413132508e-14
"5884","Meiothermus silvanus","Deinococcus actinosclerus",0.342172903520954,1.22991851658673e-08
"5885","Microbacterium sp. XT11","Deinococcus actinosclerus",0.394648950085123,3.11229883825773e-11
"5886","Leadbetterella byssophila","Deinococcus actinosclerus",0.330016793355648,4.23412902879958e-08
"5887","Rhodobacter capsulatus","Deinococcus actinosclerus",0.449224178333202,1.81906663775254e-14
"5888","Martelella mediterranea","Deinococcus actinosclerus",0.448908393403929,1.90667944261922e-14
"5889","Microcystis aeruginosa","Deinococcus actinosclerus",0.538085728837174,3.84247425720077e-21
"5890","Confluentimicrobium sp. EMB200-NS6","Deinococcus actinosclerus",0.496756548676471,8.53946477414592e-18
"5891","Chryseobacterium haifense","Deinococcus actinosclerus",0.367891712631455,7.50832012996254e-10
"5892","Belliella baltica","Deinococcus actinosclerus",0.38055252532633,1.72592776119246e-10
"5895","Bergeyella zoohelcum","Deinococcus actinosclerus",0.356522585666446,2.66535568443404e-09
"5896","Moraxella sp. O245","Deinococcus actinosclerus",0.326504429613909,5.99237734599423e-08
"5897","Agrobacterium sp. RAC06","Deinococcus actinosclerus",0.360817077496249,1.66133251898498e-09
"5899","Chryseobacterium glaciei","Deinococcus actinosclerus",0.423083486061286,7.60875191188379e-13
"5900","Ornithobacterium rhinotracheale","Deinococcus actinosclerus",0.277975777596928,4.71549208318038e-06
"5901","Sphingobacterium sp. ML3W","Deinococcus actinosclerus",0.288768586165844,1.91134494293285e-06
"5902","Sphingobium herbicidovorans","Deinococcus actinosclerus",0.314001302392794,1.99176588681539e-07
"5903","Chryseobacterium sp. IHB B 17019","Deinococcus actinosclerus",0.401728714654944,1.27624047328675e-11
"5904","Chelatococcus sp. CO-6","Deinococcus actinosclerus",0.437729324866512,9.77312408575382e-14
"5905","Gordonia polyisoprenivorans","Deinococcus actinosclerus",0.18115501659252,0.00319548616769202
"5906","Paracoccus kondratievae","Deinococcus actinosclerus",0.539679614670737,2.79355216366952e-21
"5907","Microbacterium pygmaeum","Deinococcus actinosclerus",0.491651618388904,2.06146448004838e-17
"5908","Myroides odoratimimus","Deinococcus actinosclerus",0.371917258982892,4.73705205513349e-10
"5909","Thioclava nitratireducens","Deinococcus actinosclerus",0.541441332976659,1.96004634826922e-21
"5910","Microbacterium sp. LKL04","Deinococcus actinosclerus",0.424810619763906,6.00385874829341e-13
"5912","Porphyrobacter sp. LM 6","Deinococcus actinosclerus",0.71012632434321,1.17134340466334e-41
"5913","Chryseobacterium sp. T16E-39","Deinococcus actinosclerus",0.347621367004202,6.94444460343023e-09
"5914","Leptotrichia sp. oral taxon 498","Deinococcus actinosclerus",0.271335918285261,8.06748041122862e-06
"5915","Riemerella anatipestifer","Deinococcus actinosclerus",0.43854290427932,8.69466510960868e-14
"5917","Shewanella baltica","Deinococcus actinosclerus",0.281432255286452,3.54572464291361e-06
"5918","Gordonia rubripertincta","Deinococcus actinosclerus",0.216152732245732,0.000414713422569696
"5919","Flavobacteriaceae bacterium 3519-10","Deinococcus actinosclerus",0.436581318531131,1.15201271807279e-13
"5920","Polymorphum gilvum","Deinococcus actinosclerus",0.494081749721782,1.35760183350384e-17
"5921","Neorhizobium galegae","Deinococcus actinosclerus",0.207529668561835,0.000707959804667893
"5922","Chryseobacterium gallinarum","Deinococcus actinosclerus",0.467336546177391,1.12741971171308e-15
"5923","Weeksella virosa","Deinococcus actinosclerus",0.319172064474485,1.22006709259599e-07
"5924","Pseudopedobacter saltans","Deinococcus actinosclerus",0.394878535933961,3.02461562998534e-11
"5925","Celeribacter indicus","Deinococcus actinosclerus",0.1873874604453,0.00227689849321874
"5926","Paracoccus aminophilus","Deinococcus actinosclerus",0.510464113648947,7.43810413702505e-19
"5927","Sphingopyxis sp. 113P3","Deinococcus actinosclerus",0.237693649225824,9.9293655131904e-05
"5928","Deinococcus ficus","Deinococcus actinosclerus",0.926787968446144,5.30628731568882e-113
"5975","Flavobacteriaceae bacterium JJC","Rhodobacter sphaeroides",0.325392043936959,6.68302735932678e-08
"5976","Erythrobacter sp. HL-111","Rhodobacter sphaeroides",0.479002588381735,1.71978001734091e-16
"5977","Martelella sp. AD-3","Rhodobacter sphaeroides",0.617623526007372,4.71462132828019e-29
"5978","Luteimonas sp. JM171","Rhodobacter sphaeroides",0.364084497686384,1.15399067584222e-09
"5979","Dinoroseobacter shibae","Rhodobacter sphaeroides",0.565727728501223,1.19008909817408e-23
"5980","Elizabethkingia meningoseptica","Rhodobacter sphaeroides",0.407465272639137,6.10167570587172e-12
"5981","Ketogulonicigenium robustum","Rhodobacter sphaeroides",0.724224284205371,5.01062958810984e-44
"5982","Sulfitobacter pseudonitzschiae","Rhodobacter sphaeroides",0.715541614544485,1.49905874960843e-42
"5983","Thalassolituus oleivorans","Rhodobacter sphaeroides",0.287694015798935,2.09470282712202e-06
"5984","Microbacterium paludicola","Rhodobacter sphaeroides",0.514325667460411,3.66562347728668e-19
"5986","Brevirhabdus pacifica","Rhodobacter sphaeroides",0.663252021710472,1.04178076216562e-34
"5987","Meiothermus silvanus","Rhodobacter sphaeroides",0.327445962063515,5.46201224888724e-08
"5988","Microbacterium sp. XT11","Rhodobacter sphaeroides",0.547251502497096,6.00172283829332e-22
"5989","Leadbetterella byssophila","Rhodobacter sphaeroides",0.482543820849631,9.58013604526646e-17
"5990","Rhodobacter capsulatus","Rhodobacter sphaeroides",0.748347301750817,1.92901792379158e-48
"5991","Martelella mediterranea","Rhodobacter sphaeroides",0.677428027411822,1.12776427339508e-36
"5992","Microcystis aeruginosa","Rhodobacter sphaeroides",0.791486843370226,9.66219186739068e-58
"5993","Confluentimicrobium sp. EMB200-NS6","Rhodobacter sphaeroides",0.773414005162236,1.35308972681171e-53
"5994","Chryseobacterium haifense","Rhodobacter sphaeroides",0.419112226360538,1.30515352009148e-12
"5995","Belliella baltica","Rhodobacter sphaeroides",0.536793446311471,4.96968059495165e-21
"5997","Ochrobactrum sp. A44","Rhodobacter sphaeroides",0.223403069583042,0.000260211127199183
"5998","Bergeyella zoohelcum","Rhodobacter sphaeroides",0.439046196168021,8.08669971888914e-14
"5999","Moraxella sp. O245","Rhodobacter sphaeroides",0.409930140716777,4.4243843580576e-12
"6000","Agrobacterium sp. RAC06","Rhodobacter sphaeroides",0.661687464517821,1.69104743282937e-34
"6001","Aeromicrobium choanae","Rhodobacter sphaeroides",-0.250638590195929,3.93737525030717e-05
"6002","Chryseobacterium glaciei","Rhodobacter sphaeroides",0.450579765638411,1.48563224329017e-14
"6003","Ornithobacterium rhinotracheale","Rhodobacter sphaeroides",0.480577535357381,1.3268607344723e-16
"6004","Sphingobacterium sp. ML3W","Rhodobacter sphaeroides",0.490047227787677,2.71114072795368e-17
"6005","Sphingobium herbicidovorans","Rhodobacter sphaeroides",0.488859471677383,3.3176524789682e-17
"6006","Chryseobacterium sp. IHB B 17019","Rhodobacter sphaeroides",0.461511326343246,2.80767600992531e-15
"6007","Chelatococcus sp. CO-6","Rhodobacter sphaeroides",0.716767434137763,9.34993527241021e-43
"6008","Gordonia polyisoprenivorans","Rhodobacter sphaeroides",0.347282384140461,7.19815328821384e-09
"6009","Paracoccus kondratievae","Rhodobacter sphaeroides",0.86252715709163,3.48789098388067e-79
"6010","Microbacterium pygmaeum","Rhodobacter sphaeroides",0.581873172035159,3.14634995562908e-25
"6011","Myroides odoratimimus","Rhodobacter sphaeroides",0.507177501432482,1.34886042034688e-18
"6012","Thioclava nitratireducens","Rhodobacter sphaeroides",0.853580260408464,7.04020614143686e-76
"6013","Microbacterium sp. LKL04","Rhodobacter sphaeroides",0.598726870164439,5.68252398963159e-27
"6014","Starkeya novella","Rhodobacter sphaeroides",0.23508994873169,0.000118876287497297
"6015","Porphyrobacter sp. LM 6","Rhodobacter sphaeroides",0.640759122709452,8.42092419367141e-32
"6016","Chryseobacterium sp. T16E-39","Rhodobacter sphaeroides",0.46260954091189,2.36709895027987e-15
"6017","Leptotrichia sp. oral taxon 498","Rhodobacter sphaeroides",0.299031382346628,7.81754693854196e-07
"6018","Riemerella anatipestifer","Rhodobacter sphaeroides",0.557468727986236,7.07628662888606e-23
"6019","Xanthobacter autotrophicus","Rhodobacter sphaeroides",0.271493236716327,7.96677822921098e-06
"6020","Shewanella baltica","Rhodobacter sphaeroides",0.420393577566248,1.09744702943267e-12
"6021","Gordonia rubripertincta","Rhodobacter sphaeroides",0.448786748746578,1.94151884152111e-14
"6022","Flavobacteriaceae bacterium 3519-10","Rhodobacter sphaeroides",0.475745421669963,2.92826647383867e-16
"6023","Polymorphum gilvum","Rhodobacter sphaeroides",0.835225460108962,9.68983225349124e-70
"6024","Neorhizobium galegae","Rhodobacter sphaeroides",0.399800122495103,1.63044460521775e-11
"6025","Chryseobacterium gallinarum","Rhodobacter sphaeroides",0.459245458582326,3.98526618337974e-15
"6026","Weeksella virosa","Rhodobacter sphaeroides",0.417305506966655,1.66442329817143e-12
"6027","Pseudopedobacter saltans","Rhodobacter sphaeroides",0.501495173774609,3.7186036306962e-18
"6028","Celeribacter indicus","Rhodobacter sphaeroides",0.329962132367464,4.25721965214579e-08
"6029","Paracoccus aminophilus","Rhodobacter sphaeroides",0.881308996406228,5.97272597743089e-87
"6030","Sphingopyxis sp. 113P3","Rhodobacter sphaeroides",0.415803353774781,2.03509448020846e-12
"6031","Deinococcus ficus","Rhodobacter sphaeroides",0.598602003484829,5.85917630384692e-27
"6032","Deinococcus actinosclerus","Rhodobacter sphaeroides",0.590251309777894,4.40510626374246e-26
"6078","Flavobacteriaceae bacterium JJC","Novosphingobium resinovorum",0.244546069360121,6.12345602406513e-05
"6079","Erythrobacter sp. HL-111","Novosphingobium resinovorum",0.495262486142944,1.10690757650639e-17
"6080","Martelella sp. AD-3","Novosphingobium resinovorum",0.566384608221091,1.03054589576477e-23
"6081","Luteimonas sp. JM171","Novosphingobium resinovorum",0.362810167371243,1.33086970009775e-09
"6082","Dinoroseobacter shibae","Novosphingobium resinovorum",0.491864328864478,1.9877192715403e-17
"6083","Elizabethkingia meningoseptica","Novosphingobium resinovorum",0.343381937654322,1.08443018755424e-08
"6084","Ketogulonicigenium robustum","Novosphingobium resinovorum",0.478456692572828,1.88097442812774e-16
