"","micro1","micro2","r","p_value"
"5183","Chelatococcus sp. CO-6","Chryseobacterium gallinarum",0.485820113376,4.75608672202598e-18
"5184","Gordonia polyisoprenivorans","Chryseobacterium gallinarum",0.195055181130291,0.00101342872375882
"5185","Paracoccus kondratievae","Chryseobacterium gallinarum",0.408240964347894,1.03530871352092e-12
"5186","Microbacterium pygmaeum","Chryseobacterium gallinarum",0.445031572173545,4.49388719654894e-15
"5187","Myroides odoratimimus","Chryseobacterium gallinarum",0.536317822576974,2.49709171394683e-22
"5188","Thioclava nitratireducens","Chryseobacterium gallinarum",0.4577173977356,5.88049730340778e-16
"5189","Microbacterium sp. LKL04","Chryseobacterium gallinarum",0.42093391454268,1.70710777544693e-13
"5190","Starkeya novella","Chryseobacterium gallinarum",0.165889626183264,0.00530734082759492
"5191","Porphyrobacter sp. LM 6","Chryseobacterium gallinarum",0.493087729200686,1.27106628220426e-18
"5192","Chryseobacterium sp. T16E-39","Chryseobacterium gallinarum",0.754179337577387,6.91347865593176e-53
"5193","Leptotrichia sp. oral taxon 498","Chryseobacterium gallinarum",0.458853802514565,4.88079017250441e-16
"5194","Riemerella anatipestifer","Chryseobacterium gallinarum",0.75280190312825,1.35337945065427e-52
"5195","Xanthobacter autotrophicus","Chryseobacterium gallinarum",0.244214481363705,3.49791029260849e-05
"5196","Shewanella baltica","Chryseobacterium gallinarum",0.486657509461205,4.09176087485314e-18
"5197","Gordonia rubripertincta","Chryseobacterium gallinarum",0.197767114437858,0.000857955808300796
"5198","Flavobacteriaceae bacterium 3519-10","Chryseobacterium gallinarum",0.617136183726162,6.92984455814747e-31
"5199","Polymorphum gilvum","Chryseobacterium gallinarum",0.474783497962819,3.32575187424028e-17
"5200","Neorhizobium galegae","Chryseobacterium gallinarum",0.408080712069156,1.05862804881551e-12
"5254","Flavobacteriaceae bacterium JJC","Weeksella virosa",0.591408595930756,6.72090368861875e-28
"5255","Erythrobacter sp. HL-111","Weeksella virosa",0.207117223569693,0.000475114639590078
"5256","Martelella sp. AD-3","Weeksella virosa",0.368296921562456,1.87035567533145e-10
"5257","Luteimonas sp. JM171","Weeksella virosa",0.301693448899138,2.53114763583138e-07
"5258","Dinoroseobacter shibae","Weeksella virosa",0.337496870279762,6.49749916356447e-09
"5259","Elizabethkingia meningoseptica","Weeksella virosa",0.541520298253012,8.21411982682535e-23
"5260","Ketogulonicigenium robustum","Weeksella virosa",0.431675771970593,3.49609265180416e-14
"5261","Sulfitobacter pseudonitzschiae","Weeksella virosa",0.371096865737606,1.32894830353363e-10
"5262","Thalassolituus oleivorans","Weeksella virosa",0.400157897560058,3.13764101669567e-12
"5263","Microbacterium paludicola","Weeksella virosa",0.434766867719241,2.19201789385693e-14
"5265","Brevirhabdus pacifica","Weeksella virosa",0.347704069438405,2.09128929885617e-09
"5266","Meiothermus silvanus","Weeksella virosa",0.321929298458399,3.38783258472863e-08
"5267","Microbacterium sp. XT11","Weeksella virosa",0.400134561432764,3.14756495685793e-12
"5268","Leadbetterella byssophila","Weeksella virosa",0.674459829502677,1.22130743421461e-38
"5269","Rhodobacter capsulatus","Weeksella virosa",0.381215893174402,3.75939559117847e-11
"5270","Martelella mediterranea","Weeksella virosa",0.40412005100093,1.82890141411661e-12
"5271","Microcystis aeruginosa","Weeksella virosa",0.464172109234345,2.0218360778394e-16
"5272","Confluentimicrobium sp. EMB200-NS6","Weeksella virosa",0.425000931578844,9.42731488567008e-14
"5273","Chryseobacterium haifense","Weeksella virosa",0.84529063686004,6.37865941102947e-78
"5274","Belliella baltica","Weeksella virosa",0.518509940103193,9.74041864393582e-21
"5275","Propionibacterium phage PHL064M02","Weeksella virosa",-0.296417806208197,4.17256663750714e-07
"5276","Ochrobactrum sp. A44","Weeksella virosa",0.215589820763692,0.000271855396006343
"5277","Bergeyella zoohelcum","Weeksella virosa",0.527277711519291,1.64776384962575e-21
"5278","Moraxella sp. O245","Weeksella virosa",0.442634633132678,6.53753312305741e-15
"5279","Agrobacterium sp. RAC06","Weeksella virosa",0.476235867637231,2.58507330903349e-17
"5280","Aeromicrobium choanae","Weeksella virosa",-0.350644091091703,1.49722510274489e-09
"5281","Chryseobacterium glaciei","Weeksella virosa",0.622117322493228,1.69917007644676e-31
"5282","Ornithobacterium rhinotracheale","Weeksella virosa",0.341249922342443,4.30315384930816e-09
"5283","Sphingobacterium sp. ML3W","Weeksella virosa",0.676432693226579,6.14668842723894e-39
"5284","Sphingobium herbicidovorans","Weeksella virosa",0.241218391582956,4.38817075173245e-05
"5285","Chryseobacterium sp. IHB B 17019","Weeksella virosa",0.6816970834265,9.5824181512117e-40
"5286","Chelatococcus sp. CO-6","Weeksella virosa",0.399308234741724,3.51939717001402e-12
"5288","Paracoccus kondratievae","Weeksella virosa",0.452454149844942,1.38137327065232e-15
"5289","Microbacterium pygmaeum","Weeksella virosa",0.413187304942837,5.17528635130219e-13
"5290","Myroides odoratimimus","Weeksella virosa",0.712583447382434,7.60743509122209e-45
"5291","Thioclava nitratireducens","Weeksella virosa",0.447390695528881,3.09844356539945e-15
"5292","Microbacterium sp. LKL04","Weeksella virosa",0.473697110931997,4.01232265364104e-17
"5294","Porphyrobacter sp. LM 6","Weeksella virosa",0.342033661755311,3.94560435290628e-09
"5295","Chryseobacterium sp. T16E-39","Weeksella virosa",0.680905567107618,1.27032998051725e-39
"5296","Leptotrichia sp. oral taxon 498","Weeksella virosa",0.228747417205564,0.00010935764574235
"5297","Riemerella anatipestifer","Weeksella virosa",0.618939438211722,4.17809910104926e-31
"5298","Xanthobacter autotrophicus","Weeksella virosa",0.132895503762475,0.0259008981222983
"5299","Shewanella baltica","Weeksella virosa",0.4306454290612,4.08040802409086e-14
"5300","Gordonia rubripertincta","Weeksella virosa",0.140999794776939,0.0180360153644489
"5301","Flavobacteriaceae bacterium 3519-10","Weeksella virosa",0.862877772485839,1.14692662577775e-84
"5302","Polymorphum gilvum","Weeksella virosa",0.486489967926972,4.21693920527098e-18
"5303","Neorhizobium galegae","Weeksella virosa",0.235501658232738,6.7100315286734e-05
"5304","Chryseobacterium gallinarum","Weeksella virosa",0.583547225295281,4.87169340888168e-27
"5357","Flavobacteriaceae bacterium JJC","Pseudopedobacter saltans",0.529253895764661,1.09610465614825e-21
"5358","Erythrobacter sp. HL-111","Pseudopedobacter saltans",0.282399511727496,1.50133521796525e-06
"5359","Martelella sp. AD-3","Pseudopedobacter saltans",0.469122527449907,8.77899575418123e-17
"5360","Luteimonas sp. JM171","Pseudopedobacter saltans",0.391332721006911,1.01780798320013e-11
"5361","Dinoroseobacter shibae","Pseudopedobacter saltans",0.443381653190706,5.81856952235363e-15
"5362","Elizabethkingia meningoseptica","Pseudopedobacter saltans",0.63161199722519,1.08560127885258e-32
"5363","Ketogulonicigenium robustum","Pseudopedobacter saltans",0.454504912376083,9.92099042293916e-16
"5364","Sulfitobacter pseudonitzschiae","Pseudopedobacter saltans",0.431167761029186,3.7731605555208e-14
"5365","Thalassolituus oleivorans","Pseudopedobacter saltans",0.402093236685394,2.41263117464979e-12
"5366","Microbacterium paludicola","Pseudopedobacter saltans",0.487935724264,3.24959430236298e-18
"5368","Brevirhabdus pacifica","Pseudopedobacter saltans",0.409425679452449,8.77798453734454e-13
"5369","Meiothermus silvanus","Pseudopedobacter saltans",0.283789416563755,1.32639969228589e-06
"5370","Microbacterium sp. XT11","Pseudopedobacter saltans",0.409317352602863,8.91169519306876e-13
"5371","Leadbetterella byssophila","Pseudopedobacter saltans",0.747454441588057,1.76182350897815e-51
"5372","Rhodobacter capsulatus","Pseudopedobacter saltans",0.451936562752483,1.50120818613244e-15
"5373","Martelella mediterranea","Pseudopedobacter saltans",0.467446878340855,1.16610058938383e-16
"5374","Microcystis aeruginosa","Pseudopedobacter saltans",0.519860706651666,7.43264101483864e-21
"5375","Confluentimicrobium sp. EMB200-NS6","Pseudopedobacter saltans",0.486972582758555,3.866158293e-18
"5376","Chryseobacterium haifense","Pseudopedobacter saltans",0.729897131838725,5.20347726754286e-48
"5377","Belliella baltica","Pseudopedobacter saltans",0.601939586998922,4.340468119073e-29
"5378","Propionibacterium phage PHL064M02","Pseudopedobacter saltans",-0.311460957542997,9.76997665712616e-08
"5379","Ochrobactrum sp. A44","Pseudopedobacter saltans",0.210702425629165,0.000376145413546214
"5380","Bergeyella zoohelcum","Pseudopedobacter saltans",0.531346692088848,7.09730710629678e-22
"5381","Moraxella sp. O245","Pseudopedobacter saltans",0.474935522456155,3.23937424822843e-17
"5382","Agrobacterium sp. RAC06","Pseudopedobacter saltans",0.612556603401989,2.46863401402502e-30
"5383","Aeromicrobium choanae","Pseudopedobacter saltans",-0.266742361830467,5.79047628416976e-06
"5384","Chryseobacterium glaciei","Pseudopedobacter saltans",0.721222987523738,2.14729403957766e-46
"5385","Ornithobacterium rhinotracheale","Pseudopedobacter saltans",0.476482331667831,2.4765860186795e-17
"5386","Sphingobacterium sp. ML3W","Pseudopedobacter saltans",0.778793920096268,1.89690393428966e-58
"5387","Sphingobium herbicidovorans","Pseudopedobacter saltans",0.345964504025929,2.54436879028264e-09
"5388","Chryseobacterium sp. IHB B 17019","Pseudopedobacter saltans",0.717220621768241,1.13985174903565e-45
"5389","Chelatococcus sp. CO-6","Pseudopedobacter saltans",0.520247747644823,6.87697692765984e-21
"5390","Gordonia polyisoprenivorans","Pseudopedobacter saltans",0.134793537582617,0.0238335313078894
"5391","Paracoccus kondratievae","Pseudopedobacter saltans",0.537689241345825,1.86618906729159e-22
"5392","Microbacterium pygmaeum","Pseudopedobacter saltans",0.484603732480439,5.91346556769594e-18
"5393","Myroides odoratimimus","Pseudopedobacter saltans",0.677678078923062,3.97384593580816e-39
"5394","Thioclava nitratireducens","Pseudopedobacter saltans",0.499576089878037,3.80962619816951e-19
"5395","Microbacterium sp. LKL04","Pseudopedobacter saltans",0.481839029336926,9.67042498483145e-18
"5396","Starkeya novella","Pseudopedobacter saltans",0.160596108821942,0.00698386146461465
"5397","Porphyrobacter sp. LM 6","Pseudopedobacter saltans",0.513926635891727,2.41641087564345e-20
"5398","Chryseobacterium sp. T16E-39","Pseudopedobacter saltans",0.746477309173658,2.79635543773703e-51
"5399","Leptotrichia sp. oral taxon 498","Pseudopedobacter saltans",0.290023536293482,7.5467890371176e-07
"5400","Riemerella anatipestifer","Pseudopedobacter saltans",0.722577385477418,1.21250919024371e-46
"5401","Xanthobacter autotrophicus","Pseudopedobacter saltans",0.230565513983308,9.6020236915766e-05
"5402","Shewanella baltica","Pseudopedobacter saltans",0.436730853003783,1.62537743972462e-14
"5403","Gordonia rubripertincta","Pseudopedobacter saltans",0.212271712453618,0.000339172662343249
"5404","Flavobacteriaceae bacterium 3519-10","Pseudopedobacter saltans",0.806686168252333,1.09657064160901e-65
"5405","Polymorphum gilvum","Pseudopedobacter saltans",0.577798614330056,2.00505724210041e-26
"5406","Neorhizobium galegae","Pseudopedobacter saltans",0.329403277516534,1.55102455709e-08
"5407","Chryseobacterium gallinarum","Pseudopedobacter saltans",0.669185073560076,7.46130461644515e-38
"5408","Weeksella virosa","Pseudopedobacter saltans",0.78427740944407,8.72486623249614e-60
"5461","Erythrobacter sp. HL-111","Celeribacter indicus",0.140018254997451,0.018861824706191
"5462","Martelella sp. AD-3","Celeribacter indicus",0.278630577949136,2.09370696118427e-06
"5463","Luteimonas sp. JM171","Celeribacter indicus",0.280254378747324,1.81529353834131e-06
"5464","Dinoroseobacter shibae","Celeribacter indicus",0.234900809677075,7.0120997085449e-05
"5465","Elizabethkingia meningoseptica","Celeribacter indicus",0.133211378173286,0.025546504121722
"5466","Ketogulonicigenium robustum","Celeribacter indicus",0.225246926699417,0.000140068884517733
"5467","Sulfitobacter pseudonitzschiae","Celeribacter indicus",0.263886145066891,7.3413188745168e-06
"5469","Microbacterium paludicola","Celeribacter indicus",0.27042992795493,4.24520615505724e-06
"5471","Brevirhabdus pacifica","Celeribacter indicus",0.258935344882847,1.10056503829826e-05
"5473","Microbacterium sp. XT11","Celeribacter indicus",0.221311670577713,0.000184165723630456
"5474","Leadbetterella byssophila","Celeribacter indicus",0.229218616047081,0.000105743257474308
"5475","Rhodobacter capsulatus","Celeribacter indicus",0.283103432097674,1.41014961006398e-06
"5476","Martelella mediterranea","Celeribacter indicus",0.359460930404818,5.382848287321e-10
"5477","Microcystis aeruginosa","Celeribacter indicus",0.267351677311797,5.50268951651617e-06
"5478","Confluentimicrobium sp. EMB200-NS6","Celeribacter indicus",0.299849508389547,3.01775987007657e-07
"5479","Chryseobacterium haifense","Celeribacter indicus",0.184366559209945,0.00191299984277736
"5480","Belliella baltica","Celeribacter indicus",0.242039813708161,4.12486361769875e-05
"5481","Propionibacterium phage PHL064M02","Celeribacter indicus",-0.152561727294983,0.0104368435957437
"5482","Ochrobactrum sp. A44","Celeribacter indicus",0.535665814443661,2.86657795925419e-22
"5485","Agrobacterium sp. RAC06","Celeribacter indicus",0.318095964098463,5.01656929381603e-08
"5487","Chryseobacterium glaciei","Celeribacter indicus",0.1789991973979,0.00259910793238351
"5488","Ornithobacterium rhinotracheale","Celeribacter indicus",0.135509805229881,0.0230912193831104
"5489","Sphingobacterium sp. ML3W","Celeribacter indicus",0.178085136463082,0.00273610886748648
"5491","Chryseobacterium sp. IHB B 17019","Celeribacter indicus",0.120426081761461,0.0436895700195302
"5492","Chelatococcus sp. CO-6","Celeribacter indicus",0.434554694814099,2.26373795803769e-14
"5493","Gordonia polyisoprenivorans","Celeribacter indicus",0.343484218358894,3.35823317532584e-09
"5494","Paracoccus kondratievae","Celeribacter indicus",0.386840914204396,1.82814319571206e-11
"5495","Microbacterium pygmaeum","Celeribacter indicus",0.271885119655299,3.75102200486912e-06
"5496","Myroides odoratimimus","Celeribacter indicus",0.185329115154566,0.00180909250748503
"5497","Thioclava nitratireducens","Celeribacter indicus",0.273365088081081,3.30495672090331e-06
"5498","Microbacterium sp. LKL04","Celeribacter indicus",0.305098065134361,1.82355308666515e-07
"5499","Starkeya novella","Celeribacter indicus",0.881101804697955,1.00171365670974e-92
"5500","Porphyrobacter sp. LM 6","Celeribacter indicus",0.254407182746018,1.58257643684572e-05
"5501","Chryseobacterium sp. T16E-39","Celeribacter indicus",0.2119629021376,0.000346169652767063
"5503","Riemerella anatipestifer","Celeribacter indicus",0.165884101079768,0.00530888346253732
"5504","Xanthobacter autotrophicus","Celeribacter indicus",0.87586572845574,2.78855704382216e-90
"5506","Gordonia rubripertincta","Celeribacter indicus",0.32494545547579,2.47798345418655e-08
"5507","Flavobacteriaceae bacterium 3519-10","Celeribacter indicus",0.215209053084448,0.000278893270735122
"5508","Polymorphum gilvum","Celeribacter indicus",0.400116707404477,3.15517823776637e-12
"5509","Neorhizobium galegae","Celeribacter indicus",0.689264552295473,6.18034663825419e-41
"5510","Chryseobacterium gallinarum","Celeribacter indicus",0.15263088020658,0.0104016087021357
"5511","Weeksella virosa","Celeribacter indicus",0.158953295835584,0.00759281903432034
"5512","Pseudopedobacter saltans","Celeribacter indicus",0.217705192474283,0.000235678449330434
"5563","Flavobacteriaceae bacterium JJC","Paracoccus aminophilus",0.382993600549737,2.99784783961395e-11
"5564","Erythrobacter sp. HL-111","Paracoccus aminophilus",0.492847087421048,1.32850393620266e-18
"5565","Martelella sp. AD-3","Paracoccus aminophilus",0.68390447774492,4.34465536541193e-40
"5566","Luteimonas sp. JM171","Paracoccus aminophilus",0.55273123178296,6.99902551641151e-24
"5567","Dinoroseobacter shibae","Paracoccus aminophilus",0.612139185616318,2.76884597080919e-30
"5568","Elizabethkingia meningoseptica","Paracoccus aminophilus",0.482608547952914,8.43695432196629e-18
"5569","Ketogulonicigenium robustum","Paracoccus aminophilus",0.638936741673344,1.21723440343211e-33
"5570","Sulfitobacter pseudonitzschiae","Paracoccus aminophilus",0.711904754926038,1.00120768185151e-44
"5571","Thalassolituus oleivorans","Paracoccus aminophilus",0.372127007507593,1.17096451515136e-10
"5572","Microbacterium paludicola","Paracoccus aminophilus",0.52341888778918,3.62476548231555e-21
"5573","Staphylococcus phage StB12","Paracoccus aminophilus",0.165267089929042,0.00548371112523841
"5574","Brevirhabdus pacifica","Paracoccus aminophilus",0.611114298457907,3.66743531766388e-30
"5575","Meiothermus silvanus","Paracoccus aminophilus",0.264637447972685,6.89890121468511e-06
"5576","Microbacterium sp. XT11","Paracoccus aminophilus",0.502605807776759,2.15128347923545e-19
"5577","Leadbetterella byssophila","Paracoccus aminophilus",0.602753705971135,3.49709913361956e-29
"5578","Rhodobacter capsulatus","Paracoccus aminophilus",0.699938531478384,1.11777732363895e-42
"5579","Martelella mediterranea","Paracoccus aminophilus",0.696318048236853,4.44660091265155e-42
"5580","Microcystis aeruginosa","Paracoccus aminophilus",0.734044731569162,8.34495600729226e-49
"5581","Confluentimicrobium sp. EMB200-NS6","Paracoccus aminophilus",0.736536261821265,2.73348871158494e-49
"5582","Chryseobacterium haifense","Paracoccus aminophilus",0.521292166122939,5.57340603895651e-21
"5583","Belliella baltica","Paracoccus aminophilus",0.611171723716312,3.61023026903348e-30
"5584","Propionibacterium phage PHL064M02","Paracoccus aminophilus",-0.326338482495373,2.14222230690745e-08
"5585","Ochrobactrum sp. A44","Paracoccus aminophilus",0.209346554270299,0.000411072538968961
"5586","Bergeyella zoohelcum","Paracoccus aminophilus",0.45426879178275,1.03075638084491e-15
"5587","Moraxella sp. O245","Paracoccus aminophilus",0.423598459273778,1.15799078660055e-13
"5588","Agrobacterium sp. RAC06","Paracoccus aminophilus",0.604515638112432,2.1863445168156e-29
"5589","Aeromicrobium choanae","Paracoccus aminophilus",-0.161975221471072,0.00650674600282993
"5590","Chryseobacterium glaciei","Paracoccus aminophilus",0.568530850675011,1.85177807818962e-25
"5591","Ornithobacterium rhinotracheale","Paracoccus aminophilus",0.428189109506891,5.88574295554361e-14
"5592","Sphingobacterium sp. ML3W","Paracoccus aminophilus",0.583687559587659,4.70465292008553e-27
"5593","Sphingobium herbicidovorans","Paracoccus aminophilus",0.451725673887973,1.55290305587077e-15
"5594","Chryseobacterium sp. IHB B 17019","Paracoccus aminophilus",0.531288910289659,7.18327998431514e-22
"5595","Chelatococcus sp. CO-6","Paracoccus aminophilus",0.660859621470346,1.20518048336244e-36
"5596","Gordonia polyisoprenivorans","Paracoccus aminophilus",0.320050030681246,4.10959473801767e-08
"5597","Paracoccus kondratievae","Paracoccus aminophilus",0.785705379974099,3.85546002879714e-60
"5598","Microbacterium pygmaeum","Paracoccus aminophilus",0.57305299891395,6.31414767001853e-26
"5599","Myroides odoratimimus","Paracoccus aminophilus",0.51787358961359,1.10591139122115e-20
"5600","Thioclava nitratireducens","Paracoccus aminophilus",0.840469227058182,3.22050946329904e-76
"5601","Microbacterium sp. LKL04","Paracoccus aminophilus",0.583254296411556,5.23943955420971e-27
"5602","Starkeya novella","Paracoccus aminophilus",0.250776785268806,2.10731162144998e-05
"5603","Porphyrobacter sp. LM 6","Paracoccus aminophilus",0.606851418460666,1.16769300796075e-29
"5604","Chryseobacterium sp. T16E-39","Paracoccus aminophilus",0.573488210129158,5.688043688703e-26
"5605","Leptotrichia sp. oral taxon 498","Paracoccus aminophilus",0.274285932892782,3.05345491155865e-06
"5606","Riemerella anatipestifer","Paracoccus aminophilus",0.575731731219203,3.31207555103858e-26
"5607","Xanthobacter autotrophicus","Paracoccus aminophilus",0.327815763235624,1.83424489654435e-08
"5608","Shewanella baltica","Paracoccus aminophilus",0.397685704189588,4.37822107807424e-12
"5609","Gordonia rubripertincta","Paracoccus aminophilus",0.391487574539656,9.9730611419624e-12
"5610","Flavobacteriaceae bacterium 3519-10","Paracoccus aminophilus",0.587264690470643,1.9222213538548e-27
"5611","Polymorphum gilvum","Paracoccus aminophilus",0.795453023634833,1.23070432087953e-62
"5612","Neorhizobium galegae","Paracoccus aminophilus",0.353226776464932,1.11316494618817e-09
"5613","Chryseobacterium gallinarum","Paracoccus aminophilus",0.509778784922102,5.43471805638015e-20
"5614","Weeksella virosa","Paracoccus aminophilus",0.480151367713374,1.30283589878151e-17
"5615","Pseudopedobacter saltans","Paracoccus aminophilus",0.582683667192731,6.03614950123444e-27
"5616","Celeribacter indicus","Paracoccus aminophilus",0.346708038568359,2.3401396229425e-09
"5666","Flavobacteriaceae bacterium JJC","Sphingopyxis sp. 113P3",0.12469922204778,0.0366912227763654
"5667","Erythrobacter sp. HL-111","Sphingopyxis sp. 113P3",0.263271648052222,7.72310677398822e-06
"5668","Martelella sp. AD-3","Sphingopyxis sp. 113P3",0.279643447065007,1.91561402959827e-06
"5669","Luteimonas sp. JM171","Sphingopyxis sp. 113P3",0.395671760800985,5.73175235056041e-12
"5670","Dinoroseobacter shibae","Sphingopyxis sp. 113P3",0.227658654072337,0.000118157339297538
"5671","Elizabethkingia meningoseptica","Sphingopyxis sp. 113P3",0.278219989088674,2.17031558008507e-06
"5672","Ketogulonicigenium robustum","Sphingopyxis sp. 113P3",0.184894847942939,0.00185531545182708
"5673","Sulfitobacter pseudonitzschiae","Sphingopyxis sp. 113P3",0.258559464326837,1.13454586812546e-05
"5674","Thalassolituus oleivorans","Sphingopyxis sp. 113P3",0.177201775655999,0.00287471069006757
"5675","Microbacterium paludicola","Sphingopyxis sp. 113P3",0.324612414509994,2.56548215687226e-08
"5676","Staphylococcus phage StB12","Sphingopyxis sp. 113P3",0.150757386368195,0.011394306304745
"5677","Brevirhabdus pacifica","Sphingopyxis sp. 113P3",0.268374601531227,5.04993298091985e-06
"5678","Meiothermus silvanus","Sphingopyxis sp. 113P3",0.131802744944026,0.0271597168365792
"5679","Microbacterium sp. XT11","Sphingopyxis sp. 113P3",0.315143136707687,6.76256957287967e-08
"5680","Leadbetterella byssophila","Sphingopyxis sp. 113P3",0.338099462829326,6.08377340359893e-09
"5681","Rhodobacter capsulatus","Sphingopyxis sp. 113P3",0.259749818259137,1.03022019431338e-05
"5682","Martelella mediterranea","Sphingopyxis sp. 113P3",0.453647395663106,1.13968129160112e-15
"5683","Microcystis aeruginosa","Sphingopyxis sp. 113P3",0.257385219896153,1.24723409097136e-05
"5684","Confluentimicrobium sp. EMB200-NS6","Sphingopyxis sp. 113P3",0.314260922026759,7.38910083453187e-08
"5685","Chryseobacterium haifense","Sphingopyxis sp. 113P3",0.246312389109703,2.97926337891461e-05
"5686","Belliella baltica","Sphingopyxis sp. 113P3",0.429194678124845,5.06787191216903e-14
"5687","Propionibacterium phage PHL064M02","Sphingopyxis sp. 113P3",-0.207090085221762,0.000475948382821131
"5688","Ochrobactrum sp. A44","Sphingopyxis sp. 113P3",0.542856829645997,6.15391439249478e-23
"5689","Bergeyella zoohelcum","Sphingopyxis sp. 113P3",0.22781104718742,0.000116886892689447
"5690","Moraxella sp. O245","Sphingopyxis sp. 113P3",0.134817656881571,0.0238082040132261
"5691","Agrobacterium sp. RAC06","Sphingopyxis sp. 113P3",0.445893588452889,3.92430941591665e-15
"5693","Chryseobacterium glaciei","Sphingopyxis sp. 113P3",0.354946157737708,9.12461809948411e-10
"5694","Ornithobacterium rhinotracheale","Sphingopyxis sp. 113P3",0.292035501627689,6.27277455999528e-07
"5695","Sphingobacterium sp. ML3W","Sphingopyxis sp. 113P3",0.329400282458769,1.55151681369795e-08
"5696","Sphingobium herbicidovorans","Sphingopyxis sp. 113P3",0.318686546658369,4.72385208354187e-08
"5697","Chryseobacterium sp. IHB B 17019","Sphingopyxis sp. 113P3",0.266064584919379,6.12741867077367e-06
"5698","Chelatococcus sp. CO-6","Sphingopyxis sp. 113P3",0.517198974424405,1.26488965493041e-20
"5699","Gordonia polyisoprenivorans","Sphingopyxis sp. 113P3",0.347226406570436,2.20725021135167e-09
"5700","Paracoccus kondratievae","Sphingopyxis sp. 113P3",0.335656960175426,7.93616753896939e-09
"5701","Microbacterium pygmaeum","Sphingopyxis sp. 113P3",0.327870079107231,1.82377840328645e-08
"5702","Myroides odoratimimus","Sphingopyxis sp. 113P3",0.309539730572562,1.18141703913625e-07
"5703","Thioclava nitratireducens","Sphingopyxis sp. 113P3",0.290109143515045,7.48786488885308e-07
"5704","Microbacterium sp. LKL04","Sphingopyxis sp. 113P3",0.310515445184066,1.07293442198053e-07
"5705","Starkeya novella","Sphingopyxis sp. 113P3",0.732442895445106,1.69890929047729e-48
"5706","Porphyrobacter sp. LM 6","Sphingopyxis sp. 113P3",0.434645787091452,2.23266943429206e-14
"5707","Chryseobacterium sp. T16E-39","Sphingopyxis sp. 113P3",0.350567721348865,1.51034399541725e-09
"5708","Leptotrichia sp. oral taxon 498","Sphingopyxis sp. 113P3",0.245622926206706,3.1411106053741e-05
"5709","Riemerella anatipestifer","Sphingopyxis sp. 113P3",0.412051064537928,6.07502884288048e-13
"5710","Xanthobacter autotrophicus","Sphingopyxis sp. 113P3",0.800088422983074,7.16358010206312e-64
"5711","Shewanella baltica","Sphingopyxis sp. 113P3",0.117995483574473,0.0481484100757967
"5712","Gordonia rubripertincta","Sphingopyxis sp. 113P3",0.352922853261008,1.1528379376875e-09
"5713","Flavobacteriaceae bacterium 3519-10","Sphingopyxis sp. 113P3",0.280529682294717,1.77174581720225e-06
"5714","Polymorphum gilvum","Sphingopyxis sp. 113P3",0.495425215643858,8.25906218864871e-19
"5715","Neorhizobium galegae","Sphingopyxis sp. 113P3",0.761427755892659,1.87124111115586e-54
"5716","Chryseobacterium gallinarum","Sphingopyxis sp. 113P3",0.363972783822719,3.15023051298625e-10
"5717","Weeksella virosa","Sphingopyxis sp. 113P3",0.218633756031947,0.000221262643230656
"5718","Pseudopedobacter saltans","Sphingopyxis sp. 113P3",0.350759460042877,1.4776161081219e-09
"5719","Celeribacter indicus","Sphingopyxis sp. 113P3",0.729845879887266,5.32137076010706e-48
"5720","Paracoccus aminophilus","Sphingopyxis sp. 113P3",0.398012737075649,4.19011199447713e-12
"5769","Flavobacteriaceae bacterium JJC","Deinococcus ficus",0.363995583459189,3.14164670085404e-10
"5770","Erythrobacter sp. HL-111","Deinococcus ficus",0.451979276981202,1.49094492166633e-15
"5771","Martelella sp. AD-3","Deinococcus ficus",0.414515299861359,4.28783781419412e-13
"5772","Luteimonas sp. JM171","Deinococcus ficus",0.389086517681831,1.36564318926322e-11
"5773","Dinoroseobacter shibae","Deinococcus ficus",0.349891654367985,1.63144330684067e-09
"5774","Elizabethkingia meningoseptica","Deinococcus ficus",0.329280981110577,1.57124794653241e-08
"5775","Ketogulonicigenium robustum","Deinococcus ficus",0.459686012770131,4.25634539921567e-16
"5776","Sulfitobacter pseudonitzschiae","Deinococcus ficus",0.463063970906008,2.43246047958073e-16
"5777","Thalassolituus oleivorans","Deinococcus ficus",0.248492265857995,2.51786170965559e-05
"5778","Microbacterium paludicola","Deinococcus ficus",0.438553446021168,1.22931291367312e-14
"5780","Brevirhabdus pacifica","Deinococcus ficus",0.406970605123108,1.23484539432914e-12
"5781","Meiothermus silvanus","Deinococcus ficus",0.280345018326895,1.80084437163965e-06
"5782","Microbacterium sp. XT11","Deinococcus ficus",0.371562076118552,1.25519241290713e-10
"5783","Leadbetterella byssophila","Deinococcus ficus",0.43375852827649,2.55391253575062e-14
"5784","Rhodobacter capsulatus","Deinococcus ficus",0.497584612837142,5.52942339016311e-19
"5785","Martelella mediterranea","Deinococcus ficus",0.4961748900193,7.18746938283616e-19
"5786","Microcystis aeruginosa","Deinococcus ficus",0.517671291820613,1.15139978395151e-20
"5787","Confluentimicrobium sp. EMB200-NS6","Deinococcus ficus",0.457698542668865,5.89867130692312e-16
"5788","Chryseobacterium haifense","Deinococcus ficus",0.410056541217289,8.03733774641493e-13
"5789","Belliella baltica","Deinococcus ficus",0.399159160379529,3.59089351900569e-12
"5790","Propionibacterium phage PHL064M02","Deinococcus ficus",-0.252391375966308,1.8563064123304e-05
